KO,growth
IRC5,0.989595062064
IRE1,0.716658872025
IST3,0.807970157139
ISW1,0.926143114575
ISY1,0.965755244364
ITC1,1.09105110479
ITT1,1.00866522091
IXR1,0.942168969705
JHD2,0.969854620779
JJJ1,0.906356842555
JNM1,0.678061198372
JSN1,0.938925330173
KAP114,0.990055978871
KAP120,0.752273076571
KAP122,0.904196579735
KAP123,0.705164747439
KAR3,0.714151577962
KAR4,0.813559759809
KAR5,1.06612438925
KCC4,0.991812557622
KIN1,0.980599808943
KIN2,0.961942108898
KIN3,0.85278570528
KIN4,0.974368097264
KIN82,1.02449053037
KIP1,0.949999582826
KIP3,0.9477811923275
KKQ8,0.961358456064
KNS1,0.814646211598
KSP1,0.914419272361
KSS1,0.991627670547
KTI12,0.678469416953
LAP3,0.980306697279
LCB4,1.01625406285
LCB5,0.7507117099
LDB7,0.701153634328
LEA1,0.949025467021
LEE1,0.98218979017
LEM3,0.745206964945
LEU3,0.539324216378
LGE1,0.810763391286
LHP1,1.07412250013
LIN1,0.957559451301
LOC1,0.198215348676
LOS1,0.944121383019
LRP1,0.610311131107
LSM1,0.304718891216
LSM12,1.04775766954
LSM6,0.576621897197
LSM7,0.718553502084
LTP1,0.976168412856
LTV1,0.327515113829
MAC1,0.892237755186
MAD3,0.935151258598
MAF1,0.960069538476
MAG1,1.02293077252
MAG2,0.945785259481
MAK31,0.905825515648
MAL13,0.969738938205
MAL33,1.01468415856
MAM1,1.00746902797
MBF1,0.965955335941
MBP1,0.884278800942
MCA1,1.03910463911
MCK1,0.821329453518
MCM16,0.853578212335
MCM21,0.7574648840825
MDM30,0.886314381496
MDS3,0.973008236727
MDY2,1.00314056005
MEK1,0.989347249209
MEP2,0.996428074975
MET32,0.970126940994
MFB1,0.967663128388
MFT1,1.00305547559
MGA1,0.899898887914
MGA2,0.978205607789
MGT1,0.990783647072
MIG1,1.0483533444
MIG2,0.926458563647
MIG3,0.949435817876
MIP6,0.91049511492
MKK1,0.995524868047
MKK2,1.0468736097
MLH1,0.879969381876
MLH2,1.02626648823
MLH3,0.997977646029
MLP1,0.987236792195
MLP2,0.978225770436
MMS1,0.802935738815
MMS2,0.88625938919
MMS22,0.571748036239
MMS4,0.9043942850095
MMT1,0.949173821096
MND2,0.995110206253
MOT3,0.95953428162
MPH1,0.961187736178
MPP6,0.956530962848
MPT5,1.02164409342
MRC1,0.8408153793125
MRE11,0.711359787892
MRH1,0.955780962216
MRK1,1.01349004823
MRN1,0.922861615339
MRT4,0.524757933204
MSC1,0.895932443102
MSC3,1.00391093451
MSC6,0.977283466031
MSG5,0.9277275896
MSH2,0.944355497394
MSH3,0.978966328601
MSI1,0.955510649104
MSL1,0.943294178279
MSN1,1.09215080554
MSN2,0.885246819638
MSN5,0.88913838527
MSS11,0.875113184288
MUB1,0.941529662499
MUD2,0.824217592805
MUM2,0.952494441689
MUS81,0.92250764867
NAM7,0.952176645069
NAS6,1.01219881981
NAT4,0.985707208303
NCA2,0.993192447577
NCE102,1.00282534783
NCL1,0.874643329542
NDE1,0.897320462088
NDJ1,0.964503331358
NDT80,0.820383703632
NEJ1,1.01520385791
NEM1,0.922031477411
NEW1,0.869787401416
NGL1,0.962241745587
NGL2,1.00164592057
NGL3,1.00926049917
NHP10,0.687838525385
NKP1,0.98294678098
NKP2,0.718769480424
NMD2,0.939511576971
NMD4,0.942998329428
NNF2,0.897039087311
NOP12,0.737520306109
NOP13,0.982419468918
NOT3,0.776095331303
NPR1,0.667161147491
NPR2,0.482920856269
NPT1,0.9927005178815
NRG1,0.98569160496
NTC20,0.951390045937
NTG1,1.00071551878
NTG2,1.01165124014
NTO1,0.990805153478
NUP100,0.974255806279
NUP133,0.66668423934
NUP157,0.951257626522
NUP170,0.955622160554
NUP188,0.818532788557
NUP2,0.937713081278
NUP53,0.972317339966
NUP60,0.995415110576
NVJ1,0.953077407365
OAF3,0.969641605066
OCA1,0.834805823966
OCA2,0.85629735225
OCA4,0.849139719865
OCA5,0.813866531045
OPI1,0.925005250197
OPI3,0.320453463564
OPY2,0.991399094172
OSH2,1.00918940695
OTU1,1.02804376457
PAC11,0.706289261387
PAF1,0.896288748103
PAN3,1.012811783595
PAP2,1.00289490853
PAT1,0.983516385776
PAU11,1.03906223814
PBA1,0.955472224396
PBP1,0.978833096105
PBS2,0.926337667758
PCH2,0.951004837504
PCI8,1.01598348426
PCL1,0.958981447
PCL10,0.790735130747
PCL2,0.804867745775
PCL5,0.950318362147
PCL6,1.10142331893
PCL8,0.994104109779
PCL9,0.895763459887
PDR1,0.941486402614
PDR3,0.968891683892
PDR8,1.03045614478
PEP4,0.901654541542
PEP5,0.937140253052
PES4,0.980411360345
PEX10,1.00327644521
PEX12,0.991055053812
PEX2,0.906737776087
PEX22,0.935303571015
PEX4,0.933714537146
PEX5,0.929548496156
PHD1,0.9586733951145
PHO13,0.986123599566
PHO23,0.993988136851
PHO81,0.957367805919
PHO84,0.993905377482
PHO85,0.432701407624
PHR1,1.04467281874
PIB1,0.987320288711
PIB2,0.8440466874585
PIF1,0.921424497147
PIG1,0.912437687893
PIH1,0.750772900281
PIL1,0.9749566402885
PIN4,0.788614821967
PIP2,0.966826313135
PKH1,0.933912915358
PKH3,1.00199136056
PLC1,1.00128107313
PLM2,0.9676658368005
PMD1,1.01730069152
PML1,0.987283851656
PML39,0.862437074262
PMS1,0.727768812606
PNC1,0.997503024818
POC4,0.597387694261
POG1,0.960748974245
POL32,0.892189410936
POL4,1.01754970077
POM152,0.982214656352
POM34,0.971710851249
PPG1,1.02799831449
PPH21,1.05061728665
PPH22,1.0244731356
PPH3,0.98385081384
PPQ1,0.93107602814
PPR1,0.933488626334
PPS1,1.0063751021
PPT1,1.01529307806
PPZ1,0.877397253181
PPZ2,0.967886927265
PRE9,0.688596777919
PRK1,0.963198010549
PRM3,1.03316999709
PRM5,0.925902657596
PRR1,0.968263900682
PRR2,1.00000257862
PSK2,0.988221836637
PSO2,1.04879143096
PSR1,0.96898230433
PSR2,0.945165311205
PSY2,1.03033802888
PTC1,0.553071700353
PTC2,0.951643390796
PTC3,0.94616381109
PTC4,1.02155045517
PTC5,0.985446792277
PTC7,0.755262748868
PTH2,0.98718688785
PTK1,1.042614108685
PTK2,1.10666473665
PTP1,0.982619485617
PTP2,0.930059637787
PUF2,0.947464593193
PUF3,1.03391970439
PUF4,0.896507502058
PUF6,0.79820039922
PUS1,0.936790384907
PUS7,0.879593056085
PUS9,0.941286756146
PUT1,1.03915777565
PUT3,1.0114339466
PYC2,0.989456481719
RAD1,0.941032638023
RAD10,0.972880422667
RAD17,0.998281022816
RAD18,0.988607146162
RAD23,0.878223908124
RAD24,0.973155814206
RAD27,0.807207130832
RAD30,1.04088422001
RAD33,0.815565982346
RAD34,0.947929720457
RAD4,0.736447305201
RAD50,0.71936945879
RAD54,0.819936335273
RAD55,0.539564680129
RAD59,0.945944790191
RAD6,0.677049079009
RAD9,0.873386039337
RAI1,0.316683013512
RBG2,0.981220403618
RCK1,0.980836199121
RCK2,0.943933051663
RCO1,0.817859018206
RDH54,0.995791439563
RDI1,1.02886451692
RDR1,1.00324067262
RDS1,0.967303707145
RDS2,0.962270005947
REC104,0.995011319308
REC114,1.00706930093
REC8,1.00973757583
REH1,1.01076936759
REV3,0.983099075005
REX2,0.992728978744
REX3,1.02746555213
REX4,1.08463239902
RFM1,0.92487896535
RFX1,0.985250372678
RGM1,1.02565841553
RGP1,0.856455744531
RGT1,0.0
RIC1,0.581099028024
RIF1,0.922372495858
RIF2,0.728352943697
RIM1,0.396295863791
RIM11,1.03915069355
RIM15,0.960101189466
RIM4,1.00168675053
RLM1,0.906805154491
RME1,1.04444473973
RMI1,0.827507003033
RNH1,1.0522921485
RNH70,1.04056592151
RNP1,1.03158726598
RNR4,0.404312174337333
RNY1,0.874338632903
